rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
285,Eastern Illinois,Eastern Illinois,-3.91660421437637,-6.59034995243041,-10.5069541668068,-47.548525783335,37.0725955659885,247,309,65.948392330652,234,114,9,19,#D3E4F2,#B0CEE8,#B5D1E9,#6491BF,#F6BE96,Eastern Illinois plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Eastern Illinois plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
286,Coppin State,Coppin State,-4.2099183648774,-6.43113484441276,-10.6410532092902,-31.2302954683913,45.9134983086079,258,303,68.4368814607587,104,290,11,20,#D0E2F1,#B2CFE8,#B4D0E9,#89B9CE,#F7B48D,Coppin State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Coppin State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
287,Jacksonville,Jacksonville,-2.10741239814567,-8.57082663955081,-10.6782390376965,-21.083052527861,44.635883856128,214,333,69.8997992573333,46,110,10,18,#E7F0F8,#99C0E1,#B4D0E9,#AAD0D5,#F7B68F,Jacksonville plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Jacksonville plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
288,Austin Peay,Austin Peay,-4.13405291614136,-6.65205779344344,-10.7861107095848,21.2781417272963,-19.596127714592,256,312,71.063017804,19,286,11,17,#D1E2F1,#B0CEE8,#B3D0E9,#FFA79F,#CBD4BF,Austin Peay plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Austin Peay performs at a similar level regardless of the pace of the game.
289,Missouri-Kansas City,Missouri-Kansas City,-9.01555550735557,-1.93502740618759,-10.9505829135432,20.6539605990361,-18.6020513718316,319,213,70.6794583672667,26,175,10,19,#9BC1E2,#E8F0F8,#B2CFE8,#FFAAA1,#CDD5BE,Missouri-Kansas City plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Missouri-Kansas City performs at a similar level regardless of the pace of the game.
290,Chicago State,Chicago State,-7.55687357915778,-3.57518552288,-11.1320591020378,-21.6581495479944,-26.9926938493676,304,251,69.7977059322667,47,126,12,18,#ABCBE6,#D4E4F2,#B1CEE8,#A8CFD4,#BDCDC0,Chicago State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Chicago State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
291,Northern Kentucky,Northern Kentucky,-2.65920002321203,-8.54937428260789,-11.2085743058199,-39.0465889190467,25.7736651852867,229,332,64.2826125128647,308,195,9,21,#E1ECF6,#99C0E1,#B0CEE8,#77A6C6,#F3CAA2,Northern Kentucky plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northern Kentucky performs at a similar level regardless of the pace of the game.
292,SIU Edwardsville,SIU Edwardsville,-4.45629818204159,-6.78529014883719,-11.2415883308788,7.35734943825015,-0.793005335783789,264,314,68.1411066121681,117,177,9,20,#CDE0F0,#AECDE7,#B0CEE8,#FFE0C9,#EDE6BC,SIU Edwardsville performs at a similar level against both good and bad teams.,SIU Edwardsville performs at a similar level regardless of the pace of the game.
293,Fairleigh Dickinson,Fairleigh Dickinson,-3.73059070161822,-7.5401374631992,-11.2707281648174,-31.4155690414599,-6.66929829623164,241,322,66.9739015844067,177,187,10,19,#D5E5F3,#A5C7E5,#B0CEE8,#89B9CD,#E2E0BD,Fairleigh Dickinson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Fairleigh Dickinson performs at a similar level regardless of the pace of the game.
294,Tennessee State,Tennessee State,-4.35464577808043,-6.94202319655305,-11.2966689746335,54.5854583456441,-18.6403249258433,261,316,66.4423393580302,202,335,4,25,#CFE1F1,#ACCCE7,#AFCEE8,#B8264F,#CDD5BE,Tennessee State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Tennessee State performs at a similar level regardless of the pace of the game.
295,Central Michigan,Central Michigan,0.65238072877277,-12.0339022978438,-11.3815215690711,13.2417394228151,-20.9960605459687,164,345,65.7511829510293,245,123,8,21,#FFFBF7,#70A6D5,#AFCDE7,#FFC8B8,#C8D3BF,Central Michigan plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Central Michigan performs at a similar level regardless of the pace of the game.
296,Texas-Rio Grande Valley,Texas-Rio Grande Valley,-10.6587219554703,-0.723456265956659,-11.3821782214269,-20.4658104930216,5.65132505519028,334,185,66.5442077682102,196,339,8,23,#89B6DD,#F6F9FC,#AFCDE7,#ADD2D5,#F0E0B6,Texas-Rio Grande Valley plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Texas-Rio Grande Valley performs at a similar level regardless of the pace of the game.
297,UNC Greensboro,UNC Greensboro,-8.54842293692781,-2.84022963147855,-11.3886525684064,10.0563872633221,-35.1939654277021,309,230,70.6821097619333,25,263,12,17,#A0C4E3,#DDEAF5,#AFCDE7,#FFD5C1,#AFC6C1,UNC Greensboro performs at a similar level against both good and bad teams.,UNC Greensboro plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
298,McNeese State,McNeese State,-6.40746260273854,-5.08620927790978,-11.4936718806483,10.2914277638585,33.7410822711756,288,276,68.3030355370333,108,128,9,20,#B8D3EA,#C2D9ED,#AECDE7,#FFD4C1,#F5C29A,McNeese State performs at a similar level against both good and bad teams.,McNeese State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
299,Navy,Navy,-10.7968206567491,-0.698968595163785,-11.4957892519129,-11.3200113961309,90.8481731939374,336,184,64.97344128396,285,76,8,21,#88B5DC,#F6F9FC,#AECDE7,#D1E6DA,#FE926E,Navy performs at a similar level against both good and bad teams.,Navy plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
300,Sacred Heart,Sacred Heart,-5.7794224422468,-5.76980029468298,-11.5492227369298,8.52369695821932,-43.1320032267401,283,292,68.7958668015213,84,336,5,26,#BFD7EC,#BAD4EB,#AECCE7,#FFDCC6,#A0BEC2,Sacred Heart performs at a similar level against both good and bad teams.,Sacred Heart plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
301,Florida A&M,Florida A&M,-10.177422630597,-1.42532553409115,-11.6027481646882,26.0367156622793,25.7367861274223,328,204,72.477504182,8,176,13,17,#8FB9DE,#EEF4FA,#ADCCE7,#F89493,#F3CAA2,Florida A&M plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Florida A&M performs at a similar level regardless of the pace of the game.
302,Central Connecticut,Central Connecticut,-6.54050730287718,-5.26963280536072,-11.8101401082379,17.5890769523675,-49.867109033058,291,283,70.5861400639333,27,321,10,19,#B7D2EA,#C0D8EC,#ACCBE7,#FFB6AB,#94B8C3,Central Connecticut plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Central Connecticut plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
303,Nicholls State,Nicholls State,-5.84063134402604,-5.97250538290129,-11.8131367269273,-54.949055545987,7.52893825603789,285,298,66.2281694116567,219,56,13,15,#BED7EC,#B8D3EA,#ACCBE7,#537EB8,#F0DEB4,Nicholls State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Nicholls State performs at a similar level regardless of the pace of the game.
304,NJIT,NJIT,-8.57380708648721,-3.49109964568897,-12.0649067321762,-6.80395033044356,-29.1753257618213,310,249,69.2293422429267,63,249,9,16,#A0C4E3,#D5E5F3,#AACAE6,#E3F0DC,#B9CBC0,NJIT performs at a similar level against both good and bad teams.,NJIT plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
305,Jacksonville State,Jacksonville State,-6.98468075152341,-5.21367727451595,-12.1983580260394,-27.4073305727766,-28.7543785225825,298,281,63.7621455885333,325,241,8,21,#B2CFE8,#C1D8ED,#A9CAE6,#92C3D1,#BACCC0,Jacksonville State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Jacksonville State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
306,Saint Francis (PA),Saint Francis (PA),-6.92400778193286,-5.30727410716695,-12.2312818890998,-66.2034767557856,31.8873706899876,295,284,63.8965720009333,321,262,10,21,#B2CFE8,#C0D8EC,#A9CAE6,#2F64AC,#F5C49B,Saint Francis (PA) plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Francis (PA) plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
307,Appalachian State,Appalachian State,-9.9122451472548,-2.48530437377516,-12.39754952103,19.9728120623104,-0.219564064915954,323,222,67.3713876332572,149,236,6,20,#91BBDF,#E1ECF6,#A8C9E5,#FFADA3,#EEE6BC,Appalachian State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Appalachian State performs at a similar level regardless of the pace of the game.
308,Alabama A&M,Alabama A&M,-11.9225159949485,-0.688950483858964,-12.6114664788074,-39.8841561493428,13.7196398918613,343,183,67.0547731543841,169,197,12,16,#7BADD9,#F6F9FC,#A6C8E5,#75A4C6,#F1D7AE,Alabama A&M plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Alabama A&M performs at a similar level regardless of the pace of the game.
309,Samford,Samford,-3.57942762879068,-9.2055546765354,-12.7849823053261,-22.3946593670134,-8.17530044562466,239,337,68.210941253584,110,84,9,21,#D7E6F3,#91BBDF,#A5C7E5,#A5CED4,#E0DFBD,Samford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Samford performs at a similar level regardless of the pace of the game.
310,UTSA,UTSA,-3.85322863220384,-9.03506164790143,-12.8882902801053,2.20683770977267,65.4761305238919,245,336,68.4788624537087,102,199,7,20,#D4E4F2,#93BCE0,#A4C7E4,#FFF5D9,#FB9F7A,UTSA performs at a similar level against both good and bad teams.,UTSA plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
311,Jackson State,Jackson State,-10.2849866036833,-2.61988005692642,-12.9048666606098,64.7443049377539,7.4254865187952,329,226,67.2771675163387,160,232,11,20,#8DB9DE,#DFEBF6,#A4C7E4,#96033C,#F0DEB4,Jackson State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Jackson State performs at a similar level regardless of the pace of the game.
312,Ball State,Ball State,-8.44886284518587,-4.669807609054,-13.1186704542399,23.5553772974774,15.9281306094249,308,273,67.953021247475,129,83,3,25,#A2C5E4,#C7DCEE,#A3C6E4,#FC9E99,#F2D5AC,Ball State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Ball State performs at a similar level regardless of the pace of the game.
313,San Jose State,San Jose State,-10.1031094715825,-3.09753612650642,-13.200645598089,-11.2639760442769,36.725029391584,325,237,66.2095236382941,221,251,5,24,#8FBADE,#DAE8F4,#A2C5E4,#D1E6DA,#F6BE97,San Jose State performs at a similar level against both good and bad teams.,San Jose State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
314,Alabama State,Alabama State,-9.59196771678382,-3.76204800541743,-13.3540157222012,-47.7071054094942,-21.508374348653,322,255,68.6341783139187,89,75,16,13,#95BDE0,#D2E3F2,#A1C5E3,#6490BE,#C7D2BF,Alabama State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Alabama State performs at a similar level regardless of the pace of the game.
315,Delaware State,Delaware State,-6.9419898095016,-6.45388849827425,-13.3958783077759,12.4521762209645,-31.5126954610299,296,306,61.322606334,348,115,7,21,#B2CFE8,#B2CFE8,#A1C5E3,#FFCBBA,#B5C9C0,Delaware State performs at a similar level against both good and bad teams.,Delaware State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
316,Montana State,Montana State,-9.00883491522333,-4.49752908250135,-13.5063639977247,27.4421719083587,22.9917092895971,317,270,66.5548176812439,195,225,11,18,#9BC1E2,#C9DDEF,#A0C4E3,#F68E8F,#F3CDA4,Montana State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Montana State performs at a similar level regardless of the pace of the game.
317,Southeastern Louisiana,Southeastern Louisiana,-6.390085215776,-7.12331226148197,-13.513397477258,-35.0406614953028,-33.5859812824958,287,319,65.81343975956,240,45,10,18,#B8D3EA,#AACAE6,#A0C4E3,#80B0CA,#B1C7C1,Southeastern Louisiana plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Southeastern Louisiana plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
318,Rice,Rice,-10.6753703844616,-3.23957265884128,-13.9149430433029,11.035506492105,6.15761467359385,335,241,65.9216406622973,236,186,4,23,#89B6DD,#D8E7F3,#9DC2E2,#FFD1BE,#F0E0B5,Rice performs at a similar level against both good and bad teams.,Rice performs at a similar level regardless of the pace of the game.
319,UMass Lowell,UMass Lowell,-9.01000302627216,-5.14883102987507,-14.1588340561472,-18.8021181919913,47.9822218308535,318,278,65.75577774402,244,254,9,18,#9BC1E2,#C1D9ED,#9BC1E2,#B3D5D6,#F8B28B,UMass Lowell plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UMass Lowell plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
320,Tennessee-Martin,Tennessee-Martin,-2.84800337420111,-11.3512325345418,-14.1992359087429,-23.9035644695274,12.3541084259644,232,343,69.6626377916727,51,221,6,23,#DFEBF5,#78ABD8,#9BC1E2,#9FCAD3,#F1D9AF,Tennessee-Martin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tennessee-Martin performs at a similar level regardless of the pace of the game.
321,Long Island,Long Island,-1.94348817787287,-12.3130942018577,-14.2565823797305,51.5949926514271,35.8233090726633,211,346,68.5618333007749,93,346,9,20,#E9F1F8,#6CA4D4,#9BC1E2,#C23155,#F5BF98,Long Island plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Long Island plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
322,UC Davis,UC Davis,-3.74143837599213,-10.6198214133612,-14.3612597893533,31.2852330231189,1.62960101322774,243,341,67.6330946864683,139,105,7,22,#D5E5F3,#81B1DA,#9AC0E1,#F07F85,#EFE5BA,UC Davis plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UC Davis performs at a similar level regardless of the pace of the game.
323,New Orleans,New Orleans,-8.63023171931394,-6.22581299349009,-14.856044712804,-68.3016649370207,-6.0047566653389,312,302,71.705987584,15,291,9,15,#A0C4E3,#B5D1E9,#97BEE0,#285FAA,#E4E1BC,New Orleans plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,New Orleans performs at a similar level regardless of the pace of the game.
324,Campbell,Campbell,-5.6128355154342,-9.60076708315847,-15.2136025985927,56.4094354611261,-5.78944384136114,281,338,64.4716791819933,303,272,9,19,#C1D8ED,#8DB8DE,#94BDE0,#B2204C,#E4E1BC,Campbell plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Campbell performs at a similar level regardless of the pace of the game.
325,Alcorn State,Alcorn State,-11.2071896894417,-4.17162501315698,-15.3788147025987,-8.43707579474687,-53.8077711720479,337,266,64.4021915020733,306,206,9,19,#83B2DB,#CDE0F0,#93BCDF,#DDECDB,#8DB4C4,Alcorn State performs at a similar level against both good and bad teams.,Alcorn State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
326,Bethune-Cookman,Bethune-Cookman,-6.63348164507731,-8.84798946757786,-15.4814711126552,-34.9825953726405,44.2229480273671,292,334,63.2311869833333,334,164,6,24,#B6D1E9,#96BEE0,#92BBDF,#81B0CA,#F7B68F,Bethune-Cookman plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Bethune-Cookman plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
327,Arkansas-Pine Bluff,Arkansas-Pine Bluff,-11.5742325846215,-3.98909617173408,-15.5633287563556,12.7424713911193,73.2760970561599,341,263,67.0220432526097,172,270,11,18,#7FB0DA,#CFE1F1,#92BBDF,#FFCAB9,#FD9672,Arkansas-Pine Bluff performs at a similar level against both good and bad teams.,Arkansas-Pine Bluff plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
328,UMBC,UMBC,-11.3085000104142,-4.29624473519745,-15.6047447456116,23.3980722696715,6.08996056491641,339,268,68.8511882280307,82,238,8,21,#82B2DB,#CCDFF0,#91BBDF,#FC9F9A,#F0E0B5,UMBC plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UMBC performs at a similar level regardless of the pace of the game.
329,Stetson,Stetson,-7.46996739014373,-8.41960274853629,-15.88957013868,27.7246185319363,-1.29440146051164,303,329,63.9153266264,320,20,8,23,#ACCCE7,#9BC1E2,#8FBADE,#F68D8E,#ECE5BC,Stetson plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Stetson performs at a similar level regardless of the pace of the game.
330,New Hampshire,New Hampshire,-14.2856677711754,-1.84918494140692,-16.1348527125823,42.5769710748203,6.82896456601784,349,212,63.715128941,329,348,5,24,#619DD1,#E9F1F8,#8EB9DE,#DE5168,#F0DFB5,New Hampshire plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,New Hampshire performs at a similar level regardless of the pace of the game.
331,Furman,Furman,-8.73647407378621,-7.62423892731696,-16.3607130011032,-49.4679961270015,-0.532765736000405,313,323,65.726751572258,246,174,7,20,#9EC3E3,#A4C7E4,#8CB8DD,#608CBD,#EEE6BC,Furman plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Furman performs at a similar level regardless of the pace of the game.
332,Maine,Maine,-8.62372140755655,-8.03512122441108,-16.6588426319676,29.5959212792584,70.480883950105,311,327,74.2642812193333,3,298,6,22,#A0C4E3,#9FC4E3,#8AB6DD,#F3858A,#FC9975,Maine plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Maine plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
333,Howard,Howard,-15.5709141163212,-1.11660326274245,-16.6875173790636,-47.4285768184253,1.5669065720051,351,194,68.2023457305304,111,16,6,25,#5395CD,#F1F6FB,#8AB6DD,#6491BF,#EFE5BA,Howard plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Howard performs at a similar level regardless of the pace of the game.
334,Prairie View,Prairie View,-10.1736281539214,-6.62498145092632,-16.7986096048477,3.98134477359807,-79.0048904014359,327,310,68.0329376683531,121,47,10,23,#8FB9DE,#B0CEE8,#89B6DD,#FFEED4,#70A6C7,Prairie View performs at a similar level against both good and bad teams.,Prairie View plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
335,Central Arkansas,Central Arkansas,-8.75832380597015,-8.44973229677505,-17.2080561027452,-15.1750148243395,-36.2245548420875,314,331,72.43552968,10,67,6,21,#9EC3E3,#9AC1E2,#86B4DC,#C2DDD8,#ADC5C1,Central Arkansas performs at a similar level against both good and bad teams.,Central Arkansas plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
336,The Citadel,The Citadel,-7.22750803009276,-10.021312736689,-17.2488207667818,43.4952763472123,-31.9571825859998,300,340,66.662425470928,188,134,5,24,#AFCDE8,#88B5DC,#86B4DC,#DD4D65,#B4C9C1,The Citadel plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,The Citadel plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
337,North Carolina A&T,North Carolina A&T,-11.3129747894403,-6.44165795940553,-17.7546327488458,22.6086172248803,10.7398409854137,340,304,68.0200542858683,123,64,8,23,#82B2DB,#B2CFE8,#82B2DB,#FDA29C,#F1DBB1,North Carolina A&T plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Carolina A&T performs at a similar level regardless of the pace of the game.
338,Binghamton,Binghamton,-11.9606736562212,-6.18644259369765,-18.1471162499188,-5.28388630356494,10.8691920473434,344,300,66.1520752181597,225,171,7,22,#7BADD8,#B5D1E9,#7FB0DA,#E9F3DD,#F1DBB1,Binghamton performs at a similar level against both good and bad teams.,Binghamton performs at a similar level regardless of the pace of the game.
339,Lamar,Lamar,-10.6418550942012,-7.67991165493564,-18.3217667491368,36.4413432037244,59.718178644631,333,324,69.054475626816,71,223,4,26,#89B6DD,#A3C6E4,#7EAFD9,#E86A78,#FAA580,Lamar plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lamar plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
340,Maryland-Eastern Shore,Maryland-Eastern Shore,-6.87836581525187,-11.6525490764925,-18.5309148917444,10.9665179335161,-34.2961451091178,294,344,67.6184275049891,141,21,5,23,#B3D0E9,#74A9D7,#7DAED9,#FFD1BE,#B0C7C1,Maryland-Eastern Shore performs at a similar level against both good and bad teams.,Maryland-Eastern Shore plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
341,Kennesaw State,Kennesaw State,-11.7972178292842,-6.86244072530925,-18.6596585545934,38.5883500794624,27.0143935117558,342,315,68.5098581979327,98,144,4,25,#7DAED9,#ADCCE7,#7CAED9,#E56172,#F4C9A0,Kennesaw State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kennesaw State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
342,Cornell,Cornell,-5.698439950878,-13.765045928266,-19.463485879144,3.66989183616975,19.2875333627631,282,350,66.4781534888617,201,322,1,26,#C0D8EC,#5B99CF,#76AAD7,#FFEFD4,#F2D1A8,Cornell performs at a similar level against both good and bad teams.,Cornell performs at a similar level regardless of the pace of the game.
343,Houston Christian,Houston Christian,-13.8306710954158,-5.79239383815965,-19.6230649335754,11.5992031731889,49.0501131975405,348,293,70.2354677972,35,191,4,25,#66A0D3,#BAD4EB,#75AAD7,#FFCFBD,#F8B18A,Houston Christian performs at a similar level against both good and bad teams.,Houston Christian plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
344,South Carolina State,South Carolina State,-13.2828264222443,-7.11405991383981,-20.3968863360841,27.1016815533944,-6.39199373440301,347,318,67.0920504230706,166,77,7,21,#6CA4D4,#AACAE6,#70A6D5,#F68F90,#E3E1BD,South Carolina State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Carolina State performs at a similar level regardless of the pace of the game.
345,Presbyterian,Presbyterian,-8.82620250015915,-12.5727959119198,-21.3989984120789,-20.0471997420699,50.3656114688829,315,348,65.7104278849476,249,167,5,25,#9DC2E2,#69A2D3,#69A2D3,#AED3D5,#F8AF89,Presbyterian plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Presbyterian plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
346,Abilene Christian,Abilene Christian,-10.3488050527133,-11.1018610027878,-21.4506660555011,-21.2483275494666,36.9267384692682,330,342,65.6758632267605,253,212,2,19,#8DB8DE,#7BADD8,#68A2D3,#AAD0D4,#F6BE96,Abilene Christian plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Abilene Christian plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
347,Longwood,Longwood,-8.26480944996517,-13.4620756098428,-21.726885059808,-29.1179476726108,-22.9927217032904,307,349,68.525276837328,97,303,4,24,#A4C6E4,#5F9CD0,#66A0D3,#8EBED0,#C5D1BF,Longwood plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Longwood performs at a similar level regardless of the pace of the game.
348,Mississippi Valley State,Mississippi Valley State,-12.670394556871,-9.96379234249817,-22.6341868993692,39.0638217479,-16.3106447779671,346,339,73.334369518,6,55,7,22,#73A8D6,#88B5DC,#609DD1,#E45F71,#D1D7BE,Mississippi Valley State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Mississippi Valley State performs at a similar level regardless of the pace of the game.
349,IUPUI,IUPUI,-10.5184384427258,-12.411160962045,-22.9295994047708,51.7126549938864,-39.5001014173177,332,347,66.6608556201463,189,320,3,26,#8BB7DD,#6BA3D4,#5E9BD0,#C23055,#A7C2C2,IUPUI plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,IUPUI plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
350,Southern Utah,Southern Utah,-15.2172545109275,-8.90140399653518,-24.1186585074627,12.1352554722191,80.9458379715634,350,335,65.994769001566,232,308,1,27,#5797CE,#95BDE0,#5696CE,#FFCDBB,#FE926E,Southern Utah performs at a similar level against both good and bad teams.,Southern Utah plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
351,Grambling,Grambling,-10.031687531516,-14.4382365840706,-24.4699241155866,-46.6890094667881,-7.89384686781003,324,351,68.8359948534507,83,277,4,23,#90BADF,#5395CD,#5395CD,#6693BF,#E0DFBD,Grambling plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Grambling performs at a similar level regardless of the pace of the game.
